No.,ms,TR,rtr,cobid,len,data
1166,1.157,R,0,184,08,C0 00 C2 61 42 00 00 01 
1167,3.854,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1168,1.824,R,0,286,08,30 00 00 00 00 00 01 00 
1169,1.908,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1170,9.065,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1171,0.652,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1172,6.210,R,0,188,08,C0 00 82 5D 36 00 12 01 
1173,0.308,R,0,287,08,2F 00 00 00 00 00 C8 01 
1174,3.018,R,0,183,08,C0 00 19 5E 30 00 0F 01 
1175,9.688,R,0,182,08,C0 00 4C 62 32 00 11 01 
1176,1.925,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1177,0.246,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1178,0.287,R,0,284,08,32 00 00 00 00 00 01 00 
1179,8.248,R,0,281,08,30 00 00 00 00 00 CA 01 
1180,0.250,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1181,1.308,R,0,187,08,C0 00 4F 61 3A 00 07 01 
1182,1.209,R,0,184,08,C0 00 C3 61 41 00 00 01 
1183,3.818,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1184,1.582,R,0,286,08,30 00 00 00 00 00 01 00 
1185,2.058,R,0,705,01,05 
1186,9.024,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1187,0.828,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1188,3.230,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1189,2.896,R,0,188,08,C0 00 82 5D 34 00 12 01 
1190,0.453,R,0,287,08,2F 00 00 00 00 00 C8 01 
1191,3.026,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
1192,9.444,R,0,182,08,C0 00 4C 62 32 00 11 01 
1193,1.958,R,0,186,08,C0 00 E4 5D 32 00 06 01 
1194,0.245,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1195,0.512,R,0,284,08,32 00 00 00 00 00 01 00 
1196,8.164,R,0,281,08,30 00 00 00 00 00 CA 01 
1197,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1198,1.368,R,0,187,08,C0 00 4F 61 3B 00 07 01 
1199,2.205,R,0,184,08,C0 00 C3 61 42 00 00 01 
1200,2.835,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1201,1.339,R,0,286,08,30 00 00 00 00 00 01 00 
1202,2.214,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1203,8.743,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1204,1.002,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1205,6.046,R,0,188,08,C0 00 82 5D 36 00 12 01 
1206,1.587,R,0,287,08,2F 00 00 00 00 00 C8 01 
1207,2.052,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1208,9.194,R,0,182,08,C0 00 4C 62 32 00 11 01 
1209,1.962,R,0,186,08,C0 00 E3 5D 30 00 06 01 
1210,0.236,R,0,708,01,05 
1211,0.893,R,0,284,08,32 00 00 00 00 00 01 00 
1212,1.138,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1213,6.938,R,0,281,08,30 00 00 00 00 00 CA 01 
1214,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1215,1.426,R,0,187,08,C0 00 51 61 3A 00 07 01 
1216,2.241,R,0,184,08,C0 00 C4 61 42 00 00 01 
1217,2.816,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1218,1.103,R,0,286,08,30 00 00 00 00 00 01 00 
1219,2.360,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1220,8.592,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1221,1.174,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1222,5.962,R,0,188,08,C0 00 82 5D 36 00 12 01 
1223,1.727,R,0,287,08,2F 00 00 00 00 00 C8 01 
1224,2.064,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
1225,8.942,R,0,182,08,C0 00 4C 62 30 00 11 01 
1226,1.980,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1227,0.245,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1228,1.017,R,0,284,08,32 00 00 00 00 00 01 00 
1229,7.988,R,0,281,08,30 00 00 00 00 00 CA 01 
1230,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1231,1.480,R,0,187,08,C0 00 52 61 3A 00 07 01 
1232,2.272,R,0,184,08,C0 00 C4 61 41 00 00 01 
1233,2.804,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1234,0.860,R,0,286,08,30 00 00 00 00 00 01 00 
1235,2.508,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1236,8.433,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1237,1.352,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1238,4.028,R,0,704,01,05 
1239,1.972,R,0,188,08,C0 00 82 5D 34 00 12 01 
1240,1.863,R,0,287,08,2F 00 00 00 00 00 C8 01 
1241,2.082,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1242,8.694,R,0,182,08,C0 00 4C 62 32 00 11 01 
1243,1.984,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1244,0.322,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1245,1.197,R,0,284,08,32 00 00 00 00 00 01 00 
1246,6.444,R,0,702,01,05 
1247,1.585,R,0,281,08,30 00 00 00 00 00 CA 01 
1248,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1249,1.540,R,0,187,08,C0 00 52 61 3A 00 07 01 
1250,2.304,R,0,184,08,C0 00 C4 61 41 00 00 01 
1251,2.786,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1252,0.622,R,0,286,08,30 00 00 00 00 00 01 00 
1253,2.658,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1254,4.270,R,0,70E,01,05 
1255,4.122,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1256,1.526,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1257,5.806,R,0,188,08,C0 00 82 5D 34 00 12 01 
1258,2.002,R,0,287,08,2F 00 00 00 00 00 C8 01 
1259,2.094,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1260,0.242,R,0,701,01,05 
1261,8.322,R,0,182,08,C0 00 4C 62 32 00 11 01 
1262,2.405,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1263,0.596,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1264,0.773,R,0,284,08,32 00 00 00 00 00 01 00 
1265,7.812,R,0,281,08,30 00 00 00 00 00 CA 01 
1266,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1267,1.630,R,0,187,08,C0 00 52 61 3B 00 07 01 
1268,2.303,R,0,184,08,C0 00 C5 61 41 00 00 01 
1269,2.774,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1270,0.380,R,0,286,08,30 00 00 00 00 00 01 00 
1271,2.832,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1272,8.086,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1273,1.702,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1274,5.730,R,0,188,08,C0 00 82 5D 36 00 12 01 
1275,2.137,R,0,287,08,2F 00 00 00 00 00 C8 01 
1276,2.114,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1277,6.986,R,0,703,01,05 
1278,1.332,R,0,182,08,C0 00 4C 62 32 00 11 01 
1279,2.496,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1280,0.512,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1281,1.025,R,0,284,08,32 00 00 00 00 00 01 00 
1282,7.722,R,0,281,08,30 00 00 00 00 00 CA 01 
1283,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1284,2.660,R,0,187,08,C0 00 52 61 3B 00 07 01 
1285,1.366,R,0,184,08,C0 00 C4 61 42 00 00 01 
1286,2.758,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1287,0.246,R,0,286,08,30 00 00 00 00 00 01 00 
1288,3.848,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1289,6.955,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1290,1.876,R,0,181,08,C0 00 8A 5D 30 00 0C 01 
1291,5.654,R,0,188,08,C0 00 81 5D 36 00 12 01 
1292,2.269,R,0,287,08,2F 00 00 00 00 00 C8 01 
1293,2.130,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1294,7.946,R,0,182,08,C0 00 4C 62 32 00 11 01 
1295,2.595,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1296,0.426,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1297,1.276,R,0,284,08,32 00 00 00 00 00 01 00 
1298,7.630,R,0,281,08,30 00 00 00 00 00 CA 01 
1299,0.246,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1300,2.722,R,0,187,08,C0 00 52 61 3B 00 07 01 
1301,1.395,R,0,184,08,C0 00 C3 61 42 00 00 01 
1302,2.652,R,0,286,08,30 00 00 00 00 00 01 00 
1303,0.248,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1304,3.846,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1305,6.800,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1306,2.048,R,0,181,08,C0 00 8A 5D 30 00 0C 01 
1307,5.576,R,0,188,08,C0 00 82 5D 36 00 12 01 
1308,2.411,R,0,287,08,2F 00 00 00 00 00 C8 01 
1309,2.146,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1310,7.692,R,0,182,08,C0 00 4C 62 30 00 11 01 
1311,2.695,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1312,0.336,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1313,1.530,R,0,284,08,32 00 00 00 00 00 01 00 
1314,7.544,R,0,281,08,30 00 00 00 00 00 CA 01 
1315,1.118,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1316,1.904,R,0,187,08,C0 00 52 61 3A 00 07 01 
1317,1.420,R,0,184,08,C0 00 C2 61 41 00 00 01 
1318,2.404,R,0,286,08,30 00 00 00 00 00 01 00 
1319,0.344,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1320,3.904,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1321,6.631,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1322,2.226,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1323,5.502,R,0,188,08,C0 00 82 5D 36 00 12 01 
1324,1.272,R,0,706,01,05 
1325,1.266,R,0,707,01,05 
1326,2.286,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1327,1.834,R,0,287,08,2F 00 00 00 00 00 C8 01 
1328,5.616,R,0,182,08,C0 00 4C 62 32 00 11 01 
1329,2.788,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1330,0.252,R,0,186,08,C0 00 E4 5D 32 00 06 01 
1331,1.783,R,0,284,08,32 00 00 00 00 00 01 00 
1332,7.458,R,0,281,08,30 00 00 00 00 00 CA 01 
1333,1.104,R,0,185,08,C0 00 EB 61 32 00 0F 01 
1334,1.978,R,0,187,08,C0 00 52 61 3A 00 07 01 
1335,1.448,R,0,184,08,C0 00 C2 61 42 00 00 01 
1336,2.150,R,0,286,08,30 00 00 00 00 00 01 00 
1337,0.604,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1338,3.796,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1339,6.472,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1340,2.398,R,0,181,08,C0 00 91 5D 30 00 0C 01 
1341,5.420,R,0,188,08,C0 00 82 5D 34 00 12 01 
1342,2.681,R,0,287,08,2F 00 00 00 00 00 C8 01 
1343,2.182,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1344,1.680,R,0,750,01,05 
1345,5.634,R,0,182,08,C0 00 4B 62 30 00 11 01 
1346,2.888,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1347,0.246,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1348,1.953,R,0,284,08,32 00 00 00 00 00 01 00 
1349,7.370,R,0,281,08,30 00 00 00 00 00 CA 01 
1350,1.090,R,0,185,08,C0 00 EB 61 32 00 0F 01 
1351,2.048,R,0,187,08,C0 00 52 61 3A 00 07 01 
1352,1.480,R,0,184,08,C0 00 C0 61 42 00 00 01 
1353,1.900,R,0,286,08,30 00 00 00 00 00 01 00 
1354,1.814,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1355,2.728,R,0,705,01,05 
1356,6.435,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1357,2.574,R,0,181,08,C0 00 96 5D 30 00 0C 01 
1358,3.080,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1359,2.262,R,0,188,08,C0 00 82 5D 36 00 12 01 
1360,2.821,R,0,287,08,2F 00 00 00 00 00 C8 01 
1361,2.196,R,0,183,08,C0 00 17 5E 32 00 0F 01 
1362,6.942,R,0,182,08,C0 00 4B 62 32 00 11 01 
1363,2.986,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1364,0.246,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1365,3.120,R,0,284,08,32 00 00 00 00 00 01 00 
1366,6.286,R,0,281,08,30 00 00 00 00 00 CA 01 
1367,1.074,R,0,185,08,C0 00 EB 61 32 00 0F 01 
1368,2.122,R,0,187,08,C0 00 52 61 3A 00 07 01 
1369,1.510,R,0,184,08,C0 00 BF 61 42 00 00 01 
1370,1.647,R,0,286,08,30 00 00 00 00 00 01 00 
1371,2.052,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1372,2.648,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1373,6.147,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1374,2.752,R,0,181,08,C0 00 91 5D 30 00 0C 01 
1375,5.264,R,0,188,08,C0 00 82 5D 36 00 12 01 
1376,2.960,R,0,287,08,2F 00 00 00 00 00 C8 01 
1377,2.206,R,0,183,08,C0 00 17 5E 30 00 0F 01 
1378,6.696,R,0,182,08,C0 00 4B 62 32 00 11 01 
1379,3.074,R,0,708,01,05 
1380,0.232,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1381,1.887,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1382,1.526,R,0,284,08,32 00 00 00 00 00 01 00 
1383,6.198,R,0,281,08,30 00 00 00 00 00 CA 01 
1384,1.060,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1385,2.198,R,0,187,08,C0 00 52 61 3A 00 07 01 
1386,1.536,R,0,184,08,C0 00 BF 61 41 00 00 01 
1387,1.399,R,0,286,08,30 00 00 00 00 00 01 00 
1388,2.288,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1389,2.558,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1390,5.986,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1391,2.934,R,0,181,08,C0 00 8C 5D 30 00 0C 01 
1392,5.176,R,0,188,08,C0 00 82 5D 36 00 12 01 
1393,3.102,R,0,287,08,2F 00 00 00 00 00 C8 01 
1394,2.218,R,0,183,08,C0 00 17 5E 30 00 0F 01 
1395,6.446,R,0,182,08,C0 00 4C 62 30 00 11 01 
1396,3.092,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1397,0.244,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1398,3.531,R,0,284,08,32 00 00 00 00 00 01 00 
1399,6.112,R,0,281,08,30 00 00 00 00 00 CA 01 
1400,1.048,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1401,2.270,R,0,187,08,C0 00 52 61 3A 00 07 01 
1402,1.562,R,0,184,08,C0 00 BD 61 41 00 00 01 
1403,1.150,R,0,286,08,30 00 00 00 00 00 01 00 
1404,2.522,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1405,2.474,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1406,5.823,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1407,3.108,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1408,4.904,R,0,704,01,05 
1409,0.312,R,0,188,08,C0 00 82 5D 34 00 12 01 
1410,3.240,R,0,287,08,2F 00 00 00 00 00 C8 01 
1411,2.234,R,0,183,08,C0 00 17 5E 30 00 0F 01 
1412,6.200,R,0,182,08,C0 00 4B 62 30 00 11 01 
1413,3.100,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1414,1.167,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1415,2.858,R,0,284,08,32 00 00 00 00 00 01 00 
1416,2.820,R,0,702,01,05 
1417,3.340,R,0,281,08,30 00 00 00 00 00 CA 01 
1418,1.028,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1419,2.342,R,0,187,08,C0 00 52 61 3A 00 07 01 
1420,1.588,R,0,184,08,C0 00 BE 61 42 00 00 01 
1421,0.904,R,0,286,08,30 00 00 00 00 00 01 00 
1422,2.754,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1423,2.388,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1424,5.668,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1425,3.282,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1426,5.018,R,0,188,08,C0 00 82 5D 36 00 12 01 
1427,3.376,R,0,287,08,2F 00 00 00 00 00 C8 01 
1428,1.584,R,0,701,01,05 
1429,0.789,R,0,183,08,C0 00 19 5E 30 00 0F 01 
1430,5.942,R,0,182,08,C0 00 4A 62 32 00 11 01 
1431,3.114,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1432,1.256,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1433,3.024,R,0,284,08,32 00 00 00 00 00 01 00 
1434,5.942,R,0,281,08,30 00 00 00 00 00 CA 01 
1435,1.010,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1436,2.420,R,0,187,08,C0 00 52 61 3B 00 07 01 
1437,1.622,R,0,184,08,C0 00 BD 61 41 00 00 01 
1438,1.639,R,0,286,08,30 00 00 00 00 00 01 00 
1439,2.000,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1440,2.294,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1441,5.509,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1442,3.458,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1443,4.966,R,0,188,08,C0 00 82 5D 34 00 12 01 
1444,3.485,R,0,287,08,2F 00 00 00 00 00 C8 01 
1445,2.266,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1446,5.698,R,0,182,08,C0 00 4A 62 32 00 11 01 
1447,1.232,R,0,70D,01,05 
1448,1.058,R,0,703,01,05 
1449,0.952,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1450,1.338,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1451,3.194,R,0,284,08,32 00 00 00 00 00 01 00 
1452,5.854,R,0,281,08,30 00 00 00 00 00 CA 01 
1453,0.988,R,0,185,08,C0 00 EB 61 32 00 0F 01 
1454,2.497,R,0,187,08,C0 00 52 61 3A 00 07 01 
1455,1.660,R,0,184,08,C0 00 BD 61 41 00 00 01 
1456,1.379,R,0,286,08,30 00 00 00 00 00 01 00 
1457,2.246,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1458,2.196,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1459,5.352,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1460,3.632,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1461,5.856,R,0,188,08,C0 00 82 5D 36 00 12 01 
1462,2.653,R,0,287,08,2F 00 00 00 00 00 C8 01 
1463,2.286,R,0,183,08,C0 00 1D 5E 30 00 0F 01 
1464,5.448,R,0,182,08,C0 00 4B 62 32 00 11 01 
1465,3.130,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1466,1.431,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1467,3.358,R,0,284,08,32 00 00 00 00 00 01 00 
1468,5.770,R,0,281,08,30 00 00 00 00 00 CA 01 
1469,0.964,R,0,185,08,C0 00 EB 61 32 00 0F 01 
1470,2.577,R,0,187,08,C0 00 52 61 3B 00 07 01 
1471,2.684,R,0,184,08,C0 00 BD 61 42 00 00 01 
1472,0.247,R,0,286,08,30 00 00 00 00 00 01 00 
1473,2.368,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1474,2.104,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1475,5.194,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1476,3.816,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1477,5.774,R,0,188,08,C0 00 82 5D 36 00 12 01 
1478,2.822,R,0,287,08,2F 00 00 00 00 00 C8 01 
1479,2.264,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1480,5.200,R,0,182,08,C0 00 4B 62 32 00 11 01 
1481,3.144,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1482,1.519,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1483,3.532,R,0,284,08,32 00 00 00 00 00 01 00 
1484,5.664,R,0,281,08,30 00 00 00 00 00 CA 01 
1485,0.956,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1486,2.652,R,0,187,08,C0 00 52 61 3A 00 07 01 
1487,2.585,R,0,286,08,30 00 00 00 00 00 01 00 
1488,0.248,R,0,184,08,C0 00 BD 61 42 00 00 01 
1489,2.474,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1490,2.018,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1491,5.039,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1492,3.992,R,0,181,08,C0 00 8B 5D 2F 00 0C 01 
1493,5.695,R,0,188,08,C0 00 82 5D 34 00 12 01 
1494,0.414,R,0,706,01,05 
1495,3.500,R,0,707,01,05 
1496,1.433,R,0,183,08,C0 00 19 5E 30 00 0F 01 
1497,1.685,R,0,287,08,2F 00 00 00 00 00 C8 01 
1498,3.276,R,0,182,08,C0 00 4B 62 32 00 11 01 
1499,3.148,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1500,1.608,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1501,3.697,R,0,284,08,32 00 00 00 00 00 01 00 
1502,5.580,R,0,281,08,30 00 00 00 00 00 CA 01 
1503,0.938,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1504,2.726,R,0,187,08,C0 00 52 61 3A 00 07 01 
1505,2.363,R,0,286,08,30 00 00 00 00 00 01 00 
1506,0.392,R,0,184,08,C0 00 BD 61 42 00 00 01 
1507,2.566,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1508,1.930,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1509,4.881,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1510,4.184,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1511,5.592,R,0,188,08,C0 00 82 5D 36 00 12 01 
1512,4.066,R,0,287,08,2F 00 00 00 00 00 C8 01 
1513,1.326,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1514,4.708,R,0,182,08,C0 00 4A 62 32 00 11 01 
1515,3.160,R,0,186,08,C0 00 E4 5D 32 00 06 01 
1516,1.690,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1517,3.874,R,0,284,08,32 00 00 00 00 00 01 00 
1518,5.496,R,0,281,08,30 00 00 00 00 00 CA 01 
1519,0.908,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1520,2.806,R,0,187,08,C0 00 52 61 3A 00 07 01 
1521,2.143,R,0,286,08,30 00 00 00 00 00 01 00 
1522,0.642,R,0,184,08,C0 00 BD 61 42 00 00 01 
1523,2.546,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1524,1.842,R,0,705,01,05 
1525,4.840,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1526,5.332,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1527,2.906,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1528,1.632,R,0,188,08,C0 00 82 5D 36 00 12 01 
1529,4.210,R,0,287,08,2F 00 00 00 00 00 C8 01 
1530,1.336,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1531,4.460,R,0,182,08,C0 00 4C 62 32 00 11 01 
1532,3.206,R,0,186,08,C0 00 E4 5D 30 00 06 01 
1533,1.742,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1534,4.042,R,0,284,08,32 00 00 00 00 00 01 00 
1535,5.392,R,0,281,08,30 00 00 00 00 00 CA 01 
1536,0.906,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1537,2.900,R,0,187,08,C0 00 52 61 3A 00 07 01 
1538,1.906,R,0,286,08,30 00 00 00 00 00 01 00 
1539,0.886,R,0,184,08,C0 00 BF 61 42 00 00 01 
1540,2.532,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1541,1.754,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1542,4.566,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1543,5.504,R,0,181,08,C0 00 8B 5D 2F 00 0C 01 
1544,4.465,R,0,188,08,C0 00 82 5D 36 00 12 01 
1545,4.349,R,0,287,08,2F 00 00 00 00 00 C8 01 
1546,1.344,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1547,4.212,R,0,182,08,C0 00 4C 62 30 00 11 01 
1548,4.186,R,0,186,08,C0 00 E1 5D 32 00 06 01 
1549,0.846,R,0,708,01,05 
1550,1.121,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1551,3.216,R,0,284,08,32 00 00 00 00 00 01 00 
1552,5.310,R,0,281,08,30 00 00 00 00 00 CA 01 
1553,0.884,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1554,3.962,R,0,187,08,C0 00 52 61 3A 00 07 01 
1555,0.702,R,0,286,08,30 00 00 00 00 00 01 00 
1556,1.136,R,0,184,08,C0 00 BD 61 41 00 00 01 
1557,2.520,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1558,2.650,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1559,3.421,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1560,5.674,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1561,4.380,R,0,188,08,C0 00 82 5D 36 00 12 01 
1562,4.491,R,0,287,08,2F 00 00 00 00 00 C8 01 
1563,1.362,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1564,3.970,R,0,182,08,C0 00 4C 62 32 00 11 01 
1565,4.188,R,0,186,08,C0 00 E1 5D 32 00 06 01 
1566,0.935,R,0,288,08,D7 FF 00 00 00 00 C8 01 
1567,4.384,R,0,284,08,32 00 00 00 00 00 01 00 
1568,5.222,R,0,281,08,30 00 00 00 00 00 CA 01 
1569,0.866,R,0,185,08,C0 00 EA 61 32 00 0F 01 
1570,4.040,R,0,187,08,C0 00 52 61 3A 00 07 01 
1571,0.477,R,0,286,08,30 00 00 00 00 00 01 00 
1572,1.388,R,0,184,08,C0 00 BD 61 42 00 00 01 
1573,2.508,R,0,283,08,D0 FF 00 00 FD FF 01 00 
1574,2.562,R,0,285,08,CE FF 00 00 F4 FF 01 00 
1575,3.261,R,0,282,08,D4 FF 00 00 00 00 CB 01 
1576,5.856,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
1577,4.292,R,0,188,08,C0 00 82 5D 34 00 12 01 
1578,1.502,R,0,704,01,05 
1579,3.251,R,0,287,08,2F 00 00 00 00 00 C8 01 
1580,1.374,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
1581,3.724,R,0,182,08,C0 00 4C 62 32 00 11 01 
1582,4.198,R,0,186,08,C0 00 E1 5D 30 00 06 01 
