No.,ms,TR,rtr,cobid,len,data
3016,2.870,R,0,182,08,C0 00 4B 62 32 00 11 01 
3017,0.596,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3018,0.438,R,0,188,08,C0 00 82 5D 36 00 12 01 
3019,6.748,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3020,8.186,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3021,1.006,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3022,0.524,R,0,707,01,05 
3023,2.119,R,0,287,08,2F 00 00 00 00 00 C8 01 
3024,4.202,R,0,286,08,30 00 00 00 00 00 01 00 
3025,5.820,R,0,281,08,30 00 00 00 00 00 CA 01 
3026,0.300,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3027,3.436,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3028,2.852,R,0,284,08,32 00 00 00 00 00 01 00 
3029,6.362,R,0,187,08,C0 00 52 61 3A 00 07 01 
3030,0.764,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3031,1.713,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3032,2.152,R,0,184,08,C0 00 BD 61 41 00 00 01 
3033,2.606,R,0,182,08,C0 00 4B 62 30 00 11 01 
3034,0.774,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3035,0.346,R,0,188,08,C0 00 82 5D 36 00 12 01 
3036,6.666,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3037,8.274,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3038,1.146,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3039,0.523,R,0,287,08,2F 00 00 00 00 00 C8 01 
3040,5.972,R,0,286,08,30 00 00 00 00 00 01 00 
3041,5.994,R,0,281,08,30 00 00 00 00 00 CA 01 
3042,0.246,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3043,3.468,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3044,0.832,R,0,750,01,05 
3045,2.249,R,0,284,08,32 00 00 00 00 00 01 00 
3046,6.320,R,0,187,08,C0 00 52 61 3A 00 07 01 
3047,0.694,R,0,705,01,05 
3048,1.913,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3049,2.178,R,0,184,08,C0 00 BD 61 41 00 00 01 
3050,2.346,R,0,182,08,C0 00 4B 62 32 00 11 01 
3051,0.948,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3052,0.264,R,0,188,08,C0 00 82 5D 36 00 12 01 
3053,2.444,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3054,4.136,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3055,8.363,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3056,1.292,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3057,0.513,R,0,287,08,2F 00 00 00 00 00 C8 01 
3058,5.746,R,0,286,08,30 00 00 00 00 00 01 00 
3059,6.114,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3060,0.244,R,0,281,08,30 00 00 00 00 00 CA 01 
3061,3.506,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3062,3.070,R,0,284,08,32 00 00 00 00 00 01 00 
3063,6.284,R,0,187,08,C0 00 52 61 3B 00 07 01 
3064,0.624,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3065,1.865,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3066,2.210,R,0,184,08,C0 00 BD 61 42 00 00 01 
3067,2.088,R,0,182,08,C0 00 4A 62 30 00 11 01 
3068,1.110,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3069,0.240,R,0,708,01,05 
3070,6.555,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3071,8.436,R,0,188,08,C0 00 80 5D 36 00 12 01 
3072,0.999,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3073,0.444,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
3074,0.509,R,0,287,08,2F 00 00 00 00 00 C8 01 
3075,5.526,R,0,286,08,30 00 00 00 00 00 01 00 
3076,6.106,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3077,0.244,R,0,281,08,30 00 00 00 00 00 CA 01 
3078,3.666,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3079,3.176,R,0,284,08,32 00 00 00 00 00 01 00 
3080,6.248,R,0,187,08,C0 00 52 61 3B 00 07 01 
3081,0.552,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3082,1.944,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3083,2.240,R,0,184,08,C0 00 BE 61 42 00 00 01 
3084,1.840,R,0,182,08,C0 00 4A 62 32 00 11 01 
3085,1.264,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3086,0.240,R,0,188,08,C0 00 81 5D 36 00 12 01 
3087,6.274,R,0,186,08,C0 00 E5 5D 32 00 06 01 
3088,9.522,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3089,0.586,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3090,0.505,R,0,287,08,2F 00 00 00 00 00 C8 01 
3091,6.290,R,0,286,08,30 00 00 00 00 00 01 00 
3092,5.136,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3093,0.381,R,0,281,08,30 00 00 00 00 00 CA 01 
3094,3.662,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3095,3.286,R,0,284,08,32 00 00 00 00 00 01 00 
3096,6.212,R,0,187,08,C0 00 52 61 3A 00 07 01 
3097,0.480,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3098,2.026,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3099,2.270,R,0,184,08,C0 00 BD 61 42 00 00 01 
3100,2.544,R,0,182,08,C0 00 4B 62 32 00 11 01 
3101,0.471,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3102,0.240,R,0,188,08,C0 00 81 5D 34 00 12 01 
3103,6.104,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3104,2.124,R,0,702,01,05 
3105,7.600,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3106,0.730,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3107,0.288,R,0,704,01,05 
3108,0.334,R,0,287,08,2F 00 00 00 00 00 C8 01 
3109,6.068,R,0,286,08,30 00 00 00 00 00 01 00 
3110,5.692,R,0,281,08,30 00 00 00 00 00 CA 01 
3111,0.406,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3112,3.224,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3113,3.392,R,0,284,08,32 00 00 00 00 00 01 00 
3114,6.176,R,0,187,08,C0 00 52 61 3B 00 07 01 
3115,0.406,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3116,2.106,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3117,2.296,R,0,184,08,C0 00 BD 61 41 00 00 01 
3118,2.288,R,0,182,08,C0 00 4B 62 32 00 11 01 
3119,0.640,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3120,0.930,R,0,188,08,C0 00 82 5D 34 00 12 01 
3121,5.248,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3122,2.794,R,0,701,01,05 
3123,7.012,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3124,0.878,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3125,0.483,R,0,287,08,2F 00 00 00 00 00 C8 01 
3126,5.852,R,0,286,08,30 00 00 00 00 00 01 00 
3127,6.098,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3128,0.740,R,0,281,08,30 00 00 00 00 00 CA 01 
3129,2.638,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3130,3.495,R,0,284,08,32 00 00 00 00 00 01 00 
3131,6.140,R,0,187,08,C0 00 52 61 3A 00 07 01 
3132,0.341,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3133,2.181,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3134,3.322,R,0,184,08,C0 00 BD 61 41 00 00 01 
3135,1.026,R,0,182,08,C0 00 4B 62 32 00 11 01 
3136,0.816,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3137,0.846,R,0,188,08,C0 00 82 5D 36 00 12 01 
3138,5.168,R,0,186,08,C0 00 E4 5D 32 00 06 01 
3139,9.773,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3140,1.022,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
3141,0.499,R,0,287,08,2F 00 00 00 00 00 C8 01 
3142,5.612,R,0,286,08,30 00 00 00 00 00 01 00 
3143,1.880,R,0,703,01,05 
3144,4.331,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3145,0.920,R,0,281,08,30 00 00 00 00 00 CA 01 
3146,2.618,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3147,3.599,R,0,284,08,32 00 00 00 00 00 01 00 
3148,2.514,R,0,70D,01,05 
3149,3.718,R,0,187,08,C0 00 52 61 3B 00 07 01 
3150,0.266,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3151,2.259,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3152,3.352,R,0,184,08,C0 00 BD 61 41 00 00 01 
3153,0.760,R,0,182,08,C0 00 4C 62 30 00 11 01 
3154,0.984,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3155,0.766,R,0,188,08,C0 00 82 5D 34 00 12 01 
3156,5.082,R,0,186,08,C0 00 E3 5D 32 00 06 01 
3157,9.861,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3158,1.168,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
3159,1.469,R,0,287,08,2F 00 00 00 00 00 C8 01 
3160,4.410,R,0,286,08,30 00 00 00 00 00 01 00 
3161,6.084,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3162,1.084,R,0,281,08,30 00 00 00 00 00 CA 01 
3163,2.606,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3164,3.707,R,0,284,08,32 00 00 00 00 00 01 00 
3165,6.076,R,0,187,08,C0 00 52 61 3A 00 07 01 
3166,0.236,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3167,2.295,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3168,3.380,R,0,184,08,C0 00 BD 61 42 00 00 01 
3169,0.504,R,0,182,08,C0 00 4C 62 30 00 11 01 
3170,1.150,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3171,0.688,R,0,188,08,C0 00 82 5D 36 00 12 01 
3172,4.992,R,0,186,08,C0 00 E2 5D 30 00 06 01 
3173,9.946,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3174,1.310,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3175,1.463,R,0,287,08,2F 00 00 00 00 00 C8 01 
3176,4.190,R,0,286,08,30 00 00 00 00 00 01 00 
3177,6.080,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3178,1.252,R,0,281,08,30 00 00 00 00 00 CA 01 
3179,2.588,R,0,185,08,C0 00 EB 61 32 00 0F 01 
3180,3.821,R,0,284,08,32 00 00 00 00 00 01 00 
3181,6.038,R,0,187,08,C0 00 52 61 3A 00 07 01 
3182,0.236,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3183,2.304,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3184,3.412,R,0,184,08,C0 00 BD 61 42 00 00 01 
3185,0.242,R,0,182,08,C0 00 4C 62 32 00 11 01 
3186,1.318,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3187,0.608,R,0,188,08,C0 00 82 5D 34 00 12 01 
3188,4.914,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3189,10.023,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3190,1.452,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3191,1.452,R,0,707,01,05 
3192,2.127,R,0,287,08,2F 00 00 00 00 00 C8 01 
3193,1.968,R,0,286,08,30 00 00 00 00 00 01 00 
3194,6.072,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3195,1.424,R,0,281,08,30 00 00 00 00 00 CA 01 
3196,2.576,R,0,185,08,C0 00 EB 61 32 00 0F 01 
3197,3.927,R,0,284,08,32 00 00 00 00 00 01 00 
3198,6.008,R,0,187,08,C0 00 52 61 3B 00 07 01 
3199,0.236,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3200,2.301,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3201,3.416,R,0,182,08,C0 00 4C 62 32 00 11 01 
3202,0.240,R,0,184,08,C0 00 BD 61 42 00 00 01 
3203,1.254,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3204,0.532,R,0,188,08,C0 00 82 5D 36 00 12 01 
3205,5.814,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3206,9.125,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3207,1.592,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3208,1.453,R,0,287,08,2F 00 00 00 00 00 C8 01 
3209,3.740,R,0,286,08,30 00 00 00 00 00 01 00 
3210,6.070,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3211,1.593,R,0,281,08,30 00 00 00 00 00 CA 01 
3212,2.560,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3213,4.037,R,0,284,08,32 00 00 00 00 00 01 00 
3214,6.938,R,0,705,01,05 
3215,0.236,R,0,187,08,C0 00 52 61 3B 00 07 01 
3216,1.455,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3217,3.182,R,0,182,08,C0 00 4C 62 32 00 11 01 
3218,0.292,R,0,184,08,C0 00 BD 61 42 00 00 01 
3219,1.374,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3220,0.450,R,0,188,08,C0 00 82 5D 36 00 12 01 
3221,3.098,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3222,2.630,R,0,186,08,C0 00 E6 5D 30 00 06 01 
3223,9.212,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3224,1.732,R,0,183,08,C0 00 19 5E 30 00 0F 01 
3225,1.456,R,0,287,08,2F 00 00 00 00 00 C8 01 
3226,3.512,R,0,286,08,30 00 00 00 00 00 01 00 
3227,6.068,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3228,1.760,R,0,281,08,30 00 00 00 00 00 CA 01 
3229,2.544,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3230,4.145,R,0,284,08,32 00 00 00 00 00 01 00 
3231,6.830,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3232,0.238,R,0,187,08,C0 00 52 61 3B 00 07 01 
3233,1.422,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3234,2.950,R,0,182,08,C0 00 4B 62 32 00 11 01 
3235,0.553,R,0,184,08,C0 00 BD 61 42 00 00 01 
3236,1.276,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3237,0.376,R,0,708,01,05 
3238,5.756,R,0,186,08,C0 00 E7 5D 30 00 06 01 
3239,8.320,R,0,188,08,C0 00 82 5D 36 00 12 01 
3240,0.977,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3241,1.874,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3242,1.447,R,0,287,08,2F 00 00 00 00 00 C8 01 
3243,3.286,R,0,286,08,30 00 00 00 00 00 01 00 
3244,6.066,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3245,1.930,R,0,281,08,30 00 00 00 00 00 CA 01 
3246,2.556,R,0,185,08,C0 00 EB 61 32 00 0F 01 
3247,4.228,R,0,284,08,32 00 00 00 00 00 01 00 
3248,6.724,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3249,0.238,R,0,187,08,C0 00 52 61 3A 00 07 01 
3250,1.499,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3251,2.716,R,0,182,08,C0 00 4B 62 30 00 11 01 
3252,0.815,R,0,184,08,C0 00 BD 61 41 00 00 01 
3253,1.186,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3254,0.298,R,0,188,08,C0 00 82 5D 34 00 12 01 
3255,5.548,R,0,186,08,C0 00 E3 5D 30 00 06 01 
3256,9.389,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3257,2.024,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3258,1.435,R,0,287,08,2F 00 00 00 00 00 C8 01 
3259,3.056,R,0,286,08,30 00 00 00 00 00 01 00 
3260,6.066,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3261,2.098,R,0,281,08,30 00 00 00 00 00 CA 01 
3262,3.512,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3263,3.361,R,0,284,08,32 00 00 00 00 00 01 00 
3264,6.616,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3265,0.254,R,0,187,08,C0 00 52 61 3B 00 07 01 
3266,1.569,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3267,2.480,R,0,182,08,C0 00 4C 62 32 00 11 01 
3268,1.078,R,0,184,08,C0 00 BF 61 42 00 00 01 
3269,1.086,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3270,0.240,R,0,188,08,C0 00 82 5D 36 00 12 01 
3271,5.440,R,0,186,08,C0 00 E3 5D 30 00 06 01 
3272,2.088,R,0,702,01,05 
3273,7.514,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3274,2.182,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3275,1.409,R,0,287,08,2F 00 00 00 00 00 C8 01 
3276,0.246,R,0,704,01,05 
3277,2.718,R,0,286,08,30 00 00 00 00 00 01 00 
3278,6.056,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3279,2.270,R,0,281,08,30 00 00 00 00 00 CA 01 
3280,3.504,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3281,3.462,R,0,284,08,32 00 00 00 00 00 01 00 
3282,6.516,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3283,0.322,R,0,187,08,C0 00 52 61 3B 00 07 01 
3284,1.571,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3285,2.244,R,0,182,08,C0 00 4C 62 32 00 11 01 
3286,1.339,R,0,184,08,C0 00 BD 61 41 00 00 01 
3287,0.998,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3288,0.240,R,0,188,08,C0 00 82 5D 34 00 12 01 
3289,5.278,R,0,186,08,C0 00 E5 5D 32 00 06 01 
3290,4.452,R,0,701,01,05 
3291,5.235,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3292,3.300,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3293,0.437,R,0,287,08,2F 00 00 00 00 00 C8 01 
3294,0.310,R,0,70E,01,05 
3295,2.426,R,0,286,08,30 00 00 00 00 00 01 00 
3296,6.054,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3297,2.440,R,0,281,08,30 00 00 00 00 00 CA 01 
3298,3.492,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3299,3.589,R,0,284,08,32 00 00 00 00 00 01 00 
3300,6.388,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3301,0.398,R,0,187,08,C0 00 52 61 3A 00 07 01 
3302,1.568,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3303,2.010,R,0,182,08,C0 00 4C 62 32 00 11 01 
3304,1.604,R,0,184,08,C0 00 BD 61 42 00 00 01 
3305,0.908,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3306,0.240,R,0,188,08,C0 00 82 5D 36 00 12 01 
3307,5.106,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3308,9.665,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3309,3.436,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
3310,0.439,R,0,287,08,2F 00 00 00 00 00 C8 01 
3311,2.372,R,0,286,08,30 00 00 00 00 00 01 00 
3312,4.182,R,0,703,01,05 
3313,1.996,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3314,2.612,R,0,281,08,30 00 00 00 00 00 CA 01 
3315,3.476,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3316,4.671,R,0,284,08,32 00 00 00 00 00 01 00 
3317,5.306,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3318,0.476,R,0,187,08,C0 00 52 61 3A 00 07 01 
3319,1.571,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3320,1.774,R,0,182,08,C0 00 4C 62 32 00 11 01 
3321,1.870,R,0,184,08,C0 00 BD 61 41 00 00 01 
3322,0.804,R,0,188,08,C0 00 82 5D 36 00 12 01 
3323,0.238,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3324,4.950,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3325,9.751,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3326,3.578,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3327,0.437,R,0,287,08,2F 00 00 00 00 00 C8 01 
3328,2.140,R,0,286,08,30 00 00 00 00 00 01 00 
3329,6.050,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3330,2.786,R,0,281,08,30 00 00 00 00 00 CA 01 
3331,3.454,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3332,4.783,R,0,284,08,32 00 00 00 00 00 01 00 
3333,5.196,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3334,0.556,R,0,187,08,C0 00 52 61 3B 00 07 01 
3335,1.567,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3336,1.544,R,0,182,08,C0 00 4C 62 32 00 11 01 
3337,2.128,R,0,184,08,C0 00 BD 61 42 00 00 01 
3338,0.632,R,0,188,08,C0 00 82 5D 36 00 12 01 
3339,0.238,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3340,4.862,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3341,9.855,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3342,3.706,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
3343,0.439,R,0,287,08,2F 00 00 00 00 00 C8 01 
3344,1.910,R,0,286,08,30 00 00 00 00 00 01 00 
3345,6.048,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3346,2.959,R,0,281,08,30 00 00 00 00 00 CA 01 
3347,3.438,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3348,4.887,R,0,284,08,32 00 00 00 00 00 01 00 
3349,2.552,R,0,706,01,05 
3350,2.658,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3351,0.628,R,0,187,08,C0 00 52 61 3A 00 07 01 
3352,1.571,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3353,1.312,R,0,182,08,C0 00 4C 62 32 00 11 01 
3354,2.393,R,0,184,08,C0 00 BD 61 41 00 00 01 
3355,0.460,R,0,188,08,C0 00 82 5D 36 00 12 01 
3356,0.238,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3357,4.772,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3358,10.925,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3359,2.870,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3360,0.430,R,0,707,01,05 
3361,1.834,R,0,286,08,30 00 00 00 00 00 01 00 
3362,0.292,R,0,287,08,2F 00 00 00 00 00 C8 01 
3363,5.732,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3364,3.126,R,0,281,08,30 00 00 00 00 00 CA 01 
3365,3.426,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3366,4.986,R,0,284,08,32 00 00 00 00 00 01 00 
3367,4.988,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3368,0.706,R,0,187,08,C0 00 52 61 3A 00 07 01 
3369,1.574,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3370,1.078,R,0,182,08,C0 00 4C 62 32 00 11 01 
3371,2.652,R,0,184,08,C0 00 BD 61 42 00 00 01 
3372,0.290,R,0,188,08,C0 00 82 5D 36 00 12 01 
3373,0.250,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3374,4.672,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3375,11.005,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3376,3.022,R,0,183,08,C0 00 1A 5E 32 00 0F 01 
3377,0.427,R,0,287,08,2F 00 00 00 00 00 C8 01 
3378,2.448,R,0,286,08,30 00 00 00 00 00 01 00 
3379,5.056,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3380,3.300,R,0,281,08,30 00 00 00 00 00 CA 01 
3381,3.404,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3382,5.100,R,0,284,08,32 00 00 00 00 00 01 00 
3383,0.246,R,0,750,01,05 
3384,4.632,R,0,705,01,05 
3385,0.896,R,0,187,08,C0 00 52 61 3A 00 07 01 
3386,1.577,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3387,0.846,R,0,182,08,C0 00 4B 62 32 00 11 01 
3388,2.912,R,0,184,08,C0 00 BD 61 41 00 00 01 
3389,0.464,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3390,0.652,R,0,188,08,C0 00 82 5D 36 00 12 01 
3391,2.744,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3392,1.096,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3393,11.100,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3394,3.160,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3395,0.427,R,0,287,08,2F 00 00 00 00 00 C8 01 
3396,2.214,R,0,286,08,30 00 00 00 00 00 01 00 
3397,5.052,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3398,3.477,R,0,281,08,30 00 00 00 00 00 CA 01 
3399,3.390,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3400,5.204,R,0,284,08,32 00 00 00 00 00 01 00 
3401,4.772,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3402,0.856,R,0,187,08,C0 00 52 61 3A 00 07 01 
3403,1.575,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3404,0.618,R,0,182,08,C0 00 4B 62 30 00 11 01 
3405,3.182,R,0,184,08,C0 00 BD 61 42 00 00 01 
3406,0.360,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3407,0.568,R,0,708,01,05 
3408,3.871,R,0,186,08,C0 00 E4 5D 32 00 06 01 
3409,10.181,R,0,188,08,C0 00 82 5D 36 00 12 01 
3410,1.007,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3411,3.306,R,0,183,08,C0 00 19 5E 30 00 0F 01 
3412,0.421,R,0,287,08,2F 00 00 00 00 00 C8 01 
3413,1.988,R,0,286,08,30 00 00 00 00 00 01 00 
3414,5.052,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3415,3.648,R,0,281,08,30 00 00 00 00 00 CA 01 
3416,3.368,R,0,185,08,C0 00 EA 61 32 00 0F 01 
3417,5.313,R,0,284,08,32 00 00 00 00 00 01 00 
3418,4.664,R,0,285,08,CE FF 00 00 F4 FF 01 00 
3419,0.932,R,0,187,08,C0 00 52 61 3A 00 07 01 
3420,1.583,R,0,283,08,D0 FF 00 00 FD FF 01 00 
3421,0.380,R,0,182,08,C0 00 4A 62 32 00 11 01 
3422,3.714,R,0,181,08,C0 00 8B 5D 30 00 0C 01 
3423,0.490,R,0,188,08,C0 00 82 5D 36 00 12 01 
3424,0.242,R,0,184,08,C0 00 BD 61 41 00 00 01 
3425,3.426,R,0,186,08,C0 00 E4 5D 30 00 06 01 
3426,11.274,R,0,288,08,D7 FF 00 00 00 00 C8 01 
3427,3.448,R,0,183,08,C0 00 1A 5E 30 00 0F 01 
3428,1.417,R,0,287,08,2F 00 00 00 00 00 C8 01 
3429,0.760,R,0,286,08,30 00 00 00 00 00 01 00 
3430,5.052,R,0,282,08,D4 FF 00 00 00 00 CB 01 
3431,3.821,R,0,281,08,30 00 00 00 00 00 CA 01 
3432,3.348,R,0,185,08,C0 00 EA 61 32 00 0F 01 
